OPERATOR,ATYPE,INCIDENT_DATE,STATE,AIRPORT,PHASE_OF_FLT,HEIGHT,SPEED,SPECIES,BIRDS_STRUCK,EFFECT,DAMAGE,COST_REPAIRS,PERSON,REMAINS_COLLECTED,REMARKS
SOUTHWEST AIRLINES,B-737-700,09/23/15 00:00:00,TX,WILLIAM P HOBBY ARPT,Approach,4300,250,Unknown bird - small,1,None,N,,Pilot,0,CAPT FRWD WINDSHIELD. NO DMG.
SOUTHWEST AIRLINES,B-737-800,09/23/15 00:00:00,IL,CHICAGO MIDWAY INTL ARPT,Approach,600,170,Unknown bird - small,1,None,N,,Pilot,0,
SOUTHWEST AIRLINES,B-737-800,09/23/15 00:00:00,,UNKNOWN,,,,Perching birds (y),1,,N,,Airport Operations,1,L/E OF LT OUTBOARD WING.
BUSINESS,CL-600,09/23/15 00:00:00,IN,INDIANAPOLIS INTL ARPT,Approach,15,125,Horned lark,1,None,N,,Pilot,1,NO DMG. FLARE TO LAND.
SOUTHWEST AIRLINES,B-737-700,09/16/15 00:00:00,FL,ORLANDO INTL,Take-off run,0,100,Barn swallow,2-10,None,N,,Pilot,1,STRUCK 2 BARN SWALLOWS.
SOUTHWEST AIRLINES,B-737-700,09/16/15 00:00:00,CA,NORMAN Y. MINETA SAN JOSE INTL ARPT,Approach,1500,170,Unknown bird - small,1,None,N,,Pilot,0,TRAILING EDGE FLAP. SMALL STAIN ON FLAP.
SOUTHWEST AIRLINES,B-737-300,09/16/15 00:00:00,TX,LUBBOCK PRESTON SMITH INTL ARPT,Climb,,,Sparrows,1,None,N,,Airport Operations,1,
SOUTHWEST AIRLINES,B-737-700,09/16/15 00:00:00,,UNKNOWN,,,,Unknown bird - small,1,,N,,Pilot,0,FOUND KBUF.
SOUTHWEST AIRLINES,B-737-700,09/16/15 00:00:00,IL,CHICAGO MIDWAY INTL ARPT,Climb,5,140,Unknown bird - medium,1,None,N,,,0,NO DMG.
SOUTHWEST AIRLINES,B-737-800,09/16/15 00:00:00,CA,JOHN WAYNE-ORANGE COUNTY ARPT,Climb,8000,250,Unknown bird - large,1,Precautionary Landing,N,,Airport Operations,1,NO DMG.
UNITED AIRLINES,DHC8 DASH 8,09/16/15 00:00:00,CO,EAGLE COUNTY REGIONAL,Landing Roll,0,,Western meadowlark,2-10,None,N,,Airport Operations,1,TWO WESTERN MEADOWLARKS.
UPS AIRLINES,B-757-200,09/16/15 00:00:00,,UNKNOWN,,,,Unknown bird - small,1,,N,,Air Transport Operations,0,FOUND KRIC. 412NIGHT.
PRIVATELY OWNED,BE-55  BARON,09/16/15 00:00:00,IL,WAUKEGAN REGIONAL ARPT,Climb,,,Unknown bird,1,,N,,Tower,0,STRUCK BIRD ON ROTATION.
DELTA AIR LINES,MD-90-30,08/09/15 00:00:00,MD,BALTIMORE/WASH INTL THURGOOD MARSHAL ARPT,Approach,100,,Barn swallow,1,None,N,,Airport Operations,0,ATIS WARNING.
JETBLUE AIRWAYS,EMB-190,08/07/15 00:00:00,MD,BALTIMORE/WASH INTL THURGOOD MARSHAL ARPT,Take-off run,0,,European starling,1,None,N,,,1,RECVRD ONE STARLING.
UNKNOWN,UNKNOWN,08/08/15 00:00:00,MD,BALTIMORE/WASH INTL THURGOOD MARSHAL ARPT,,,,Microbats,1,,,,Carcass Found,1,850DAY.
UNKNOWN,UNKNOWN,08/05/15 00:00:00,MD,BALTIMORE/WASH INTL THURGOOD MARSHAL ARPT,,,,Microbats,1,,,,Carcass Found,1,1215DAY.
UNKNOWN,UNKNOWN,08/05/15 00:00:00,MD,BALTIMORE/WASH INTL THURGOOD MARSHAL ARPT,,,,Microbats,1,,,,Carcass Found,1,1215DAY
UNKNOWN,UNKNOWN,08/03/15 00:00:00,MD,BALTIMORE/WASH INTL THURGOOD MARSHAL ARPT,,,,Barn swallow,1,,,,Carcass Found,1,706DAY.
UNKNOWN,UNKNOWN,08/03/15 00:00:00,MD,BALTIMORE/WASH INTL THURGOOD MARSHAL ARPT,,,,Microbats,1,,,,Carcass Found,1,705DAY.
UNKNOWN,UNKNOWN,08/25/15 00:00:00,CO,DENVER INTL AIRPORT,,,,Swainson's hawk,1,,,,Carcass Found,1,1820DAY.
UNKNOWN,UNKNOWN,08/22/15 00:00:00,CO,DENVER INTL AIRPORT,,,,Swainson's hawk,1,,,,Carcass Found,1,1335DAY.
UNKNOWN,UNKNOWN,08/12/15 00:00:00,CO,DENVER INTL AIRPORT,,,,Mourning dove,1,,,,Carcass Found,1,550DAWN.
UNKNOWN,UNKNOWN,08/16/15 00:00:00,CO,DENVER INTL AIRPORT,,,,Horned lark,1,,,,Carcass Found,1,645DAY.
UNKNOWN,UNKNOWN,08/20/15 00:00:00,CO,DENVER INTL AIRPORT,,,,Horned lark,1,,,,Carcass Found,1,1640DAY.
UNKNOWN,UNKNOWN,08/08/15 00:00:00,CO,DENVER INTL AIRPORT,,,,Rock pigeon,1,,,,Carcass Found,1,550DAY.
UNKNOWN,UNKNOWN,08/05/15 00:00:00,CO,DENVER INTL AIRPORT,,,,Horned lark,1,,,,Carcass Found,1,1745DAY.
UNKNOWN,UNKNOWN,08/04/15 00:00:00,CO,DENVER INTL AIRPORT,,,,Western meadowlark,1,,,,Carcass Found,1,615DAY.
UNKNOWN,UNKNOWN,08/07/15 00:00:00,PA,PHILADELPHIA INTL,,,,Red bat,1,,,,Carcass Found,1,
UNKNOWN,BEECHCRAFT,09/16/15 00:00:00,TX,DALLAS LOVE FIELD ARPT,Take-off run,0,,Hawks,1,None,,,Airport Operations,0,"PILOT REPORTED BIRD TO BE A HAWK BUT NO CARCASS FOUND.  DATA ENTRY NOTE: A/C REPORTED AS BEECHCRAFT HAWKER. THERE ARE MANY MODELS. # STRUCK NOT REPTD, ASSUME 1, SAME AS # SEEN."
UNKNOWN,UNKNOWN,09/16/15 00:00:00,NY,ALBANY INTL,,,,Unknown bird,1,,,,Carcass Found,1,BIRD FOUND IN THE THRESHOLD OF RWY 1. FOUND IN 3 PIECES AND STUCK TO THE PAVEMENT.
BUSINESS,LEARJET-45,08/19/15 00:00:00,MN,ST. PAUL DOWNTOWN ARPT/HOLMAN FIELD,Landing Roll,0,,Bald eagle,1,,N,,Tower,1,ARPT MX NOTIFIED OF BIRD NEAR RWY THAT WAS INJURED. FLD MX AND WS CAPTURED THE JUVENILE EAGLE AND RETRIEVED SEVERED WING FROM RWY 14/32. EAGLE TRANSPORTED TO LOCAL RAPTOR FACILITY WHERE IT WAS EUTHANIZED DUE TO INJURIES. NO PILOT REPORT.
UNKNOWN,UNKNOWN,08/02/15 00:00:00,WA,SEATTLE-TACOMA INTL,,,,Barn owl,1,,,,Carcass Found,1,0058NIGHT.
JETBLUE AIRWAYS,A-320,08/05/15 00:00:00,WA,SEATTLE-TACOMA INTL,Landing Roll,0,,Barred owl,1,None,N,,Airport Operations,1,
ALASKA AIRLINES,B-737-400,08/15/15 00:00:00,WA,SEATTLE-TACOMA INTL,Approach,,,Western sandpiper,1,None,,,Airport Operations,1,FLAP.
AMERICAN AIRLINES,B-737-800,08/15/15 00:00:00,,UNKNOWN,,,,Common yellowthroat,1,,N,,Airport Operations,1,FOUND KSEA.
UNKNOWN,UNKNOWN,08/24/15 00:00:00,WA,SEATTLE-TACOMA INTL,,,,Rock pigeon,1,,,,Carcass Found,1,ON RAMP IN TAXILANE. 1815DAY.
UNKNOWN,UNKNOWN,08/27/15 00:00:00,WA,SEATTLE-TACOMA INTL,,,,Mourning dove,1,,,,Air Transport Operations,1,740DAY.
UNKNOWN,UNKNOWN,08/02/15 00:00:00,MD,BALTIMORE/WASH INTL THURGOOD MARSHAL ARPT,,,,Barn swallow,1,,,,Carcass Found,1,1500DAY.
ALASKA AIRLINES,B-737-700,07/10/15 00:00:00,,UNKNOWN,,,,Western meadowlark,1,,N,,Airport Operations,1,FOUND KSEA. 1110DAY.
UNKNOWN,UNKNOWN,07/18/15 00:00:00,NE,EPPLEY AIRFIELD,,,,Mourning dove,1,,,,Carcass Found,1,944DAY.
UNKNOWN,UNKNOWN,07/21/15 00:00:00,WA,SEATTLE-TACOMA INTL,,,,Barn owl,1,,,,Carcass Found,1,
UNKNOWN,UNKNOWN,07/24/15 00:00:00,NE,EPPLEY AIRFIELD,,,,Horned lark,1,,,,Carcass Found,1,1349DAY.
HORIZON AIR,DHC8 DASH 8,07/24/15 00:00:00,,UNKNOWN,,,,Yellow-rumped warbler,1,,N,,Airport Operations,1,FOUND KSEA. DAY.
PHI INC,BELL-206,07/24/15 00:00:00,,UNKNOWN,En Route,,,Gulls,1,None,M?,,Air Transport Operations,0,BANKED A/C TO LEFT AND DID NOT FEEL ANYTHING. AFTER LANDING AND SHUT DOWN INSPECTION REVEALED A DENT HALF WAY UP VERTICAL FIN LEADING EDGE. NOTIFIED MX.
UNKNOWN,UNKNOWN,07/25/15 00:00:00,CO,MONTROSE REGIONAL ARPT,,,,Horned lark,1,,,,Carcass Found,1,800DAY.
UNKNOWN,UNKNOWN,07/25/15 00:00:00,WA,SEATTLE-TACOMA INTL,,,,Rock pigeon,1,,,,Carcass Found,1,1830DAY. ON RAMP TAXILANE AT GATE N1.
COMPASS AIRLINES,EMB-170,07/28/15 00:00:00,WA,SEATTLE-TACOMA INTL,Landing Roll,0,60,Perching birds (y),1,None,N,,Airport Operations,0,
UNKNOWN,UNKNOWN,07/29/15 00:00:00,NE,EPPLEY AIRFIELD,,,,Killdeer,1,,,,Carcass Found,1,504NIGHT.
UNKNOWN,UNKNOWN,07/30/15 00:00:00,NE,EPPLEY AIRFIELD,,,,Horned lark,1,,,,Carcass Found,1,1916DAY.
SKYWEST AIRLINES,CRJ700,08/27/15 00:00:00,,UNKNOWN,,,,Ruby-throated hummingbird,1,,N,,Airport Operations,1,REMAINS COLLECTED AT THE GATE AT KDEN.
EXPRESSJET AIRLINES,EMB-145,08/01/15 00:00:00,FL,NORTHWEST FLORIDA BEACHES INTL,Landing Roll,0,,Cattle egret,1,None,N,,Airport Operations,1,
UNKNOWN,UNKNOWN,09/30/15 00:00:00,NJ,TETERBORO AIRPORT,,,,Savannah sparrow,1,,,,Carcass Found,1,835DAY.
OMNI AIR INTL,B-767-200,09/02/15 00:00:00,,KUWAIT INTL AIRPORT,Approach,5000,250,Unknown bird - small,1,None,N,,Air Transport Operations,0,"DATA ENTRY NOTE: # STRUCK NOT REPT, ASSUME 1."
BUSINESS,HAWKER 800,09/02/15 00:00:00,NY,WESTCHESTER COUNTY ARPT,Approach,100,130,Cedar waxwing,2-10,None,N,,Airport Operations,1,"ON THE ABOVE DATE AND TIME, ARPT OPS WAS NOTIFIED  BY THE HPN ATCT THAT THE CREW OF A HAWKER 800 REPORTED A BIRD STRIKE.  CPTN STATED THAT THEY STRUCK A FLOCK OF BIRDS AT 100' AGL ON APCH TO RWY 16.  FULL LENGTH INSPECTION OF RWY 16 WAS COMPLETED W/ NEGATIVE FINDINGS.  UPON INSPECTION OF A/C, SNARGE WAS FOUND IN SEVERAL AREAS INCLUDING THE WINDSHIELD, RADOME, TAIL AND LOWER FUSELAGE.  NO DAMAGE WAS NOTED TO THE A/C AND SNARGE SAMPLES WERE SENT TO SMITHSONIAN.  USDA BIOLOGIST NOTIFIED VIA EMAIL."
MESA AIRLINES,EMB-170,09/02/15 00:00:00,TX,GEORGE BUSH INTERCONTINENTAL/ HOUSTON ARPT,Approach,3000,200,Unknown bird - small,1,None,N,,Pilot,0,
BUSINESS,EMB-500,09/02/15 00:00:00,TX,SUGAR LAND REGIONAL ARPT,Descent,13000,250,Unknown bird - small,1,None,N,,Pilot,0,
BUSINESS,CHALLENGER 300,09/02/15 00:00:00,DC,WASHINGTON DULLES INTL ARPT,Approach,5000,250,Unknown bird - medium,1,None,N,,Pilot,0,ASSUME ONE STRUCK.  NO DAMAGE
PHI INC,EC135,09/02/15 00:00:00,,UNKNOWN,En Route,2100,125,Unknown bird or bat,1,None,N,,Air Transport Operations,0,"MEDICAL TRANSPORT.  NO DAMAGE. CRUISE FLIGHT UNDER HNVGO SAW A SMALL BIRD OR BAT STRIKE.  RADOME ON THE NOSE OF THE A/C THEN DEFLECT DOWN AND RIGHT, FALLING BELOW THE A/C.  NO CHANCE OF DAMAGE TO ENGINE INTAKE OR MAIN ROTOR DAMAGE."
PSA AIRLINES,CRJ900,09/02/15 00:00:00,,UNKNOWN,,,,Cedar waxwing,1,None,N,,Airport Operations,1,RMP PERSONNEL AT KABE NOTICED A BLOOD SMEAR ON THE LEFT WING OF THE A/C WHILE THEY WERE CONDUCTING THE PREFLIGHT WALK AROUND AT APPROX. 7:30 AM.  FLIGHT DEPARTED KCLT ON 9/2/2015 AT APPROX 20:30 PM AND ARRIVED INTO KABE AT APPROX 22:00 PM.  A/C REMAINED AT KABE OVERNIGHT.  UNCERTAIN AT THIS TIME WHERE THE BIRD STRIKE OCCURRED.  BLOOD SAMPLE WAS TAKEN FROM THE WING AND WAS SENT TO SMITHSONIAN.  NO OTHER INFO CURRENTLY AVAILABLE.
ENVOY AIR,EMB-145,09/01/15 00:00:00,OH,PORT COLUMBUS INTL,Landing Roll,0,,Unknown bird,1,None,N,,Tower,0,"LANDING RWY 28L, STRUCK BIRD"
FEDEX EXPRESS,B-757-200,09/01/15 00:00:00,NJ,NEWARK LIBERTY INTL ARPT,Approach,3000,240,Unknown bird - medium,1,None,N,,Pilot,0,"HEARD A LOUD IMPACT SOUND WHENE FLYING DOWNWIND FOR AN APCH.  UPON LANDING SAW WHAT APPEARED TRO BE THE REMAINS OF A BIRD STRIKE STREAKING ACROSS THE CP SIDE WINDOW.  DIDN'T APPEAR TO BE ANY A/C DAMAGE OTHER THAN A DIRTY WINDOW THAT NEEDED TO BE CLEANED.  MX WAS INFORMED, AND IT WAS WRITTEN UP INT EH A/C MX LOG."
FRONTIER AIRLINES,A-319,09/01/15 00:00:00,,UNKNOWN,,,,Perching birds (y),1,None,N,,Airport Operations,1,"AT 0944, FRONTIER OPS REPORTED A BIRD STRIKE ON A/C N922FR, PARKED AT THE CTB CONCOURSE A GATE A3.  CPTN F. MEEHAN AND F/O C. LUHMAN ADVISED THEY HAD DISCOVERED THE BIRD STRIKE DURING POST AND PRE-FLIGHT INSPECTION AND THEY DID NOT RECALL HITTING, SEEING OR HEARING ANYTHING DURING THE FLIGHT.  FRONTIER FLIGHT 1462, FROM KATL ARRIVED AT 040L, LANDED KLGA RWY 4 W/O INCIDENT AND TAXIED TO GATE ON ITS OWN POWER.  JETT PRO MECHANIC J. DAVIS ADVISED NO DAMAGE.  SNARGE SENT TO SMITHSONIAN.  9:43 AM DAY"
GOJET AIRLINES,CRJ700,09/01/15 00:00:00,,UNKNOWN,,,,Microbats,1,None,N,,Airport Operations,1,UNDETERMINED SPECIES OF VESPER BAT.  PILOT REPORTED TO ATCT AFTER PARKING GATE 9 AFTER WALKAROUND THEN LEFT.  NO ONE FOR OPS TO TALK TO.  LANDED RWY 14.  21:30 PM NIGHT
JETBLUE AIRWAYS,A-320,09/01/15 00:00:00,MA,GENERAL EDWARD LAWRENCE LOGAN INTL ARPT,Approach,,,Tree swallow,1,None,N,,Airport Operations,1,
BUSINESS,HAWKER 1000,09/01/15 00:00:00,MN,MINNEAPOLIS-ST PAUL INTL/WOLD-CHAMBERLAIN ARPT,Approach,4000,175,Red-eyed vireo,1,None,M,800,Airport Operations,1,"PILOT REPORTED TO MECHANIC, SNARGE COLLECTED, IMPACT LEFT DIMPLE ON RIGHT SIDE OF NOSE, AND BIRD INGESTED INTO RIGHT ENGINE.  SKIN DIMPLE TO BE 'POPPED OUT.'  FURTHER VISIBLE BEHIND FAN BLADES, HOWEVER BIRD WAS FOUND TO HAVE ENTERED BYPASS WITH NO DAMAGE."
PHI INC,AEROS 350,09/01/15 00:00:00,,UNKNOWN,En Route,2500,85,Unknown bird - small,1,None,M?,,Pilot,0,MEDICAL TRANSPORT.  STRIKE IMPACT MADE HOLES AT NOSE OF A/C.  NO OTHER ISSUES NOTED.
BUSINESS,C-172,09/04/15 00:00:00,FL,ORLANDO SANFORD INTL ARPT,Approach,1600,113,Turkey vulture,1,Precautionary Landing,M,250,Pilot,1,"A/C HAD BIRD REMAINS ON THE COWLING AND ON THE RIGHT HALF OF THE WINDSHEILD, AND A LARGE DENT IN THE LEADING EDGE ROOT OF THE RIGHT WING.  NO INJURIES.  SANFORD AIRPORT OPS TOOK A FEATHER THAT HAD STUCK TO THE A/C TO SEND TO THE SMITHSONIAN.  PILOT REPORTED STRIKE WHILE CONDUCTING APPROACHES TO SFB, 5 MILES EAST OF AIRPORT.  DECLARED ALERT AND LANDED.  A/C TOWED TO STARPORT FBO.  PILOT SPOTTED VULTURE BUT COULD NOT AVOID THE STRIKE."
EXPRESSJET AIRLINES,CRJ100/200,09/04/15 00:00:00,IN,EVANSVILLE REGIONAL,Landing Roll,0,130,Killdeer,2-10,None,N,,Airport Operations,1,MULTIPLE SPECIES.  KILLDEER AND EUROPEAN STARLING FOUND.
UPS AIRLINES,B-767-300,09/10/15 00:00:00,KY,LOUISVILLE INTL ARPT-STANDIFORD FIELD,Approach,1600,160,Unknown bird - small,1,None,N,,Air Transport Operations,0,A/C RELEASED TO MX FOR INSPECTION.
UPS AIRLINES,B-757-200,09/10/15 00:00:00,KY,LOUISVILLE INTL ARPT-STANDIFORD FIELD,Approach,2100,160,Unknown bird - medium,1,None,N,,Air Transport Operations,0,BIRD REMAINS PARTIALLY OBSCURED VIEW FORM L1 WINDOW.  RAIN SHOWERS AND WINDSHIELD WIPERS USE CLEARED BIRD REMAINS FROM WINDSHIELD.
UPS AIRLINES,B-757-200,09/10/15 00:00:00,,EL SALVADOR INTL,Take-off run,0,120,Unknown bird - small,1,None,N,,Air Transport Operations,0,"NO DAMAGE.  BIRD PARTS SPLATTERED ON CAPTAIN'S WINDSCREEN.  3 SEEN, 1 STRUCK."
GOVERNMENT,C-172,09/10/15 00:00:00,,UNKNOWN,En Route,1700,110,Unknown bird - small,1,None,N,,Pilot,1,"ONLY FELT A SMALL JOLT, DIDN'T EVEN REGISTER AS A BIRD STRIKE.  JUST FELT LIKE A BIT OF TURBULENCE.  EVIDENCE OF BIRD STRIKE FOUND INSIDE THE AIR INTAKE THE NEXT MORNING, AND MX FOUND THE ENTIRE CARCASS LOGGED FAR BACK IN ENGINE."
VIRGIN AMERICA,A-320,09/10/15 00:00:00,TX,DALLAS LOVE FIELD ARPT,Approach,3000,180,Unknown bird - small,1,None,,,Other,1,ASSUME 1 STRUCK.  NO DAMAGE
JETBLUE AIRWAYS,EMB-190,09/09/15 00:00:00,PA,PHILADELPHIA INTL,Approach,800,120,Gulls,1,None,N,,Pilot,0,
JETBLUE AIRWAYS,A-321,09/09/15 00:00:00,,UNKNOWN,,,,Pectoral sandpiper,2-10,Other,N,,Airport Operations,1,"SAMPLE 1= PECTORAL SANDPIPER, SAMPLE 2= INSUFFICIENT DIAGNOSTIC MATERIAL FOR MORE SPECIFIC ID.  AT APPROX, 1828HRS JBU MX PERSONNEL REPORT POSSIBLE BIRDSTRIKE ON AN A321 PARKED AT TERMINAL.  97 RESPONDED.  INBOUND FLIGHT FROM SANTIAGO ARRIVED AT JFK 1731 HRS RWY 22LJB MX PERSONNEL STATES THAT BIRD REMAINS (BLOOD) WERE OBSERVED ON THE NOSE OF THE A/C.  REMAINS HAD BEEN CLEANED PRIOR TO 97S ARRIVAL.  MORE REMAINS WERE DISCOVERED INSIDE #2 ENGINE.  PHOTOS TAKEN AND SNARGE COLLECTED.  REMAINS ALSO FOUND ON AN AIR INTAKE DUCT ON ""BELLY"" OF FUSELAGE.  PHOTOS TAKEN, SNARGE COLLECTED.  A/C TAKEN OUT OF SERVICE FOR FURTHER INSPECTION.    17:31 PM DAY"
MESA AIRLINES,CRJ700,09/09/15 00:00:00,DC,WASHINGTON DULLES INTL ARPT,Approach,300,140,Unknown bird - small,1,None,N,,,0,"NO DAMAGE, NO INJURIES.  STRIKE FOUND BELOW WINDSHIELD"
BUSINESS,BE-55  BARON,09/09/15 00:00:00,FL,FORT LAUDERDALE EXECUTIVE ARPT,Climb,150,,Barn swallow,2-10,None,N,,Airport Operations,1,"A/C STRUCK BIRD AFTER T/O FROM RWY 9 AT KFXE, NO SUBSTANTIAL DAMAGE.  PILOT ELECTED TO CONTINUE FLIGHT TO DESTINATION ARPT."
REPUBLIC AIRLINES,EMB-170,09/09/15 00:00:00,OH,PORT COLUMBUS INTL,Take-off run,0,,Mourning dove,1,None,N,,Airport Operations,1,
BUSINESS,EXPERIMENTAL,09/09/15 00:00:00,TX,BOERNE STAGE FIELD,Climb,500,83,New World Vultures,1,Precautionary Landing,M?,800,Pilot,0,BIRD ID AS BUZZARD.  /C IS AN RV-9A.  PRIMARY IMPACT WAS TO THE COMPOSITE PROP SPINNER WHICH WAS SMASHED AT THE POINT OF IMPACT AND CRACKED PART WAY AROUND THE SPINNER.  BIRD THEN WENTN THROUGH THE PROPERLLER DISC AND IMPACTED THE NOSE LANDING GEAR LEG FAIRING.  NO DAMAGE WAS NOTED TO THE GEAR FAIRING OR PROP.  PROP IS A 3 BLADE MT ELECTRIC CONSTANT SPEED UNIT WITH COMPOSITE BLADES.
SHUTTLE AMERICA,EMB-145,09/09/15 00:00:00,,UNKNOWN,,,,Unknown bird or bat,1,None,N,,Airport Operations,0,"EVIDENCE OF STRIKE WAS CLEANED OFF BY MECHANIC THEREFORE NO SAMPLE WAS ABLE TO BE COLLECTED.  CPTN'S LOGBOOK ENTRY MADE BY INBOUND PILOT S. LEHMAN STATED ""BIRD STRIKE ON RADOME.""  OUTBOUD PILOT HAD NO INFORMATION REGARDING POSSIBLE STRIKE.  A/C DAMAGE WAS ASSESSED BY MECHANIC AND NO DAMAGE WAS FOUND."
HORIZON AIR,DHC8 DASH 8,09/12/15 00:00:00,CA,SACRAMENTO INTL,Approach,20,117,American kestrel,1,None,N,,Other,1,
PHI INC,SIKORSKY S-92,09/12/15 00:00:00,,UNKNOWN,En Route,1500,90,Unknown bird - small,1,None,N,,Pilot,0,NOT A MEDICAL TRANSPORT
REPUBLIC AIRLINES,EMB-170,09/12/15 00:00:00,PA,PHILADELPHIA INTL,Approach,1400,160,Unknown bird - medium,1,None,N,,Airport Operations,0,NO DAMAGE OR INJURIES
SKYWEST AIRLINES,CRJ700,09/12/15 00:00:00,TX,CORPUS CHRISTI INTL ARPT,Approach,1500,180,Unknown bird - medium,2-10,None,N,,Pilot,0,2 SEPARATE STRIKES ABOUT A MINUTE BTWN IMPACTS.  NO DAMAGE.
SOUTHWEST AIRLINES,B-737-700,09/12/15 00:00:00,TX,SAN ANTONIO INTL,Approach,1000,135,Unknown bird - small,1,None,N,,Pilot,0,NEVER SAW BUT HEARD BIRD HIT NOSE.  POST FLIGHT INSPECTOIN STRIKE INDICATED ON CAPTAIN SIDE RADOME AND DEFLECTED TO LEFT WING ROOT AND #1 NACELLE
SOUTHWEST AIRLINES,B-737-300,09/12/15 00:00:00,,UNKNOWN,,,,Perching birds (y),1,None,N,,Airport Operations,1,UNDETERMINED PASSERINE.  SWA MX COLLECTED REMAINS WITH NO DAMAGES REPORTED.  SPECIES OF BIRD MAY HELP DETERMINE PHASE OF FLIGHT BTWN DEPARTURE OF KATL AND ARRIVAL AT KLAX  23:45 PM NIGHT
SOUTHWEST AIRLINES,B-737-700,09/12/15 00:00:00,GA,HARTSFIELD - JACKSON ATLANTA INTL ARPT,Approach,2700,170,Unknown bird - small,1,None,N,,Pilot,0,NO DAMAGE
PSA AIRLINES,CRJ100/200,09/02/15 00:00:00,IN,EVANSVILLE REGIONAL,Climb,20,,Killdeer,1,None,N,,,0,
SKYWEST AIRLINES,CRJ100/200,09/02/15 00:00:00,,UNKNOWN,,,,Orange-crowned warbler,1,None,N,,Airport Operations,1,"ASSUME ONE STRUCK.  DURING WALK AROUND, OUTBOUND PILOTS NOTICE BLOOD SPLATTERS ON THE NOSE.  10:41 AM DAY"
SKYWEST AIRLINES,CRJ100/200,09/02/15 00:00:00,WA,TRI-CITIES,Approach,3500,200,Unknown bird - medium,1,None,N,,Pilot,0,
SKYWEST AIRLINES,CRJ700,09/02/15 00:00:00,IN,SOUTH BEND REGIONAL,Landing Roll,0,,Unknown bird - small,1,None,N,,Tower,0,REPORTED BIRDSTRIKE UPON LANDING RWY 27L.  WMALL WHITE AND GRAY BIRD (POSSIBLY A NORTHERN MOCKINGBIRD).  NO DAMAGE REPORTED.
SOUTHWEST AIRLINES,B-737-700,09/02/15 00:00:00,,UNKNOWN,,,,Unknown bird - small,1,None,N,,Pilot,0,REMAINS FOUND IN FORWARD SERVICE DOOR JAM DURING PREFLIGHT INSPECTION.  6:00 AM DAWN
SOUTHWEST AIRLINES,B-737-700,09/02/15 00:00:00,IL,CHICAGO MIDWAY INTL ARPT,Approach,6000,210,Unknown bird - small,1,None,N,,Pilot,0,NO DAMAGE TO THE RADOME OR NUMBER TWO NACELLE
SOUTHWEST AIRLINES,B-737-700,09/02/15 00:00:00,CA,SACRAMENTO INTL,Climb,20,150,Hawks,1,Precautionary Landing,N,,Pilot,0,"JUST AFTER LIFTOFF, INGESTED LARGE BIRD INTO #1 ENGINE BEFORE GEAR RETRACTION.  FELT A THUMP ALONG WITH IMMEDIATE ODOR.  PROCEEDED FOR LEFT DOWNWIND PRECAUTIONARY LANDING BACK AT SMF 16R.  NO ENGINE ANOMALIES NOTED.  ENGINE PERFORMED PROPERLY UNTIL SHUTDOWN AFTER LANDING.  7 FAN BLADES AND 5 COMPRESSOR STATOR VANES HAD EVIDENCE OF BIRD REMAINS BUT NO NOTABLE DAMAGE TO FAN BLADES OR VANES.  EVIDENCE OF BIRD REMAINS FOUND ON RWY BY ARPT AUTHORITIES 4500' FROM APCH END."
UNITED AIRLINES,B-737-800,09/02/15 00:00:00,NJ,NEWARK LIBERTY INTL ARPT,Approach,,,Unknown bird - small,1,None,N,,Airport Operations,0,PILOT REPORTED A SMALL BIRD STRIKE ON APCH TO RWY 22L.  NO SNARGE OR STRIKE EVIDENCE AVAILABLE ON A/C UPON INSPECTION.  RWY 22L INSPECTED NO CARCASS FOUND.
AIR CANADA JAZZ,CRJ100/200,09/01/15 00:00:00,MA,GENERAL EDWARD LAWRENCE LOGAN INTL ARPT,Take-off run,0,,Tree swallow,2-10,None,N,,Other,1,PILOT REPORTED POSSIBLE STRIKE ON T/O RUN MIDPOINT ON RWY 9.  RWY CHECKED AND 4 SMALL BIRDS FOUND.  FLIGHT CONTINUED.
AIR CANADA,EMB-190,09/01/15 00:00:00,NY,LA GUARDIA ARPT,Approach,4000,180,Red-eyed vireo,1,None,N,,Air Transport Operations,1,TIME REFLECTS TIME BIRD STRIKE WAS REPORTED.  ACA728 FROM CYYZ-TORNOTO-ARRIVIED INTO KLGA GATE A6 AT 2056.  ACA PILOT S. MCLENNAN REPORTED BIRD STRIKE OCCURRED ON APCH AT 4000' ON BASE LEG TO RWY 22  AT ABOUT 180 KNOTS WHEN THE BIRD STRUCK THE LEFT WINDSHIELD.  JETT PRO MECHANIC REPORTED NO DAMAGE.
BUSINESS,BE-58  BARON,09/01/15 00:00:00,MI,CHERRY CAPITAL ARPT,Approach,,,Gulls,1,None,N,,Tower,1,PILOT ADVISED OF BIRDSTRIKE TO ATCT WHILE EXITING RWY.  BIRD FELL OF NOSE WHEEL ON RWY.
AMERICAN AIRLINES,MD-82,09/01/15 00:00:00,,UNKNOWN,,,,Unknown bird - medium,1,None,N,,Pilot,0,LEFT WING STRIKE.  NO DAMAGE.  PHASE OF FLIGHT UNKNOWN
